City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
MEDINA	Washington	17405	98039-4710	-122.2324249	K 	3436	425.456.5400	Bellevue School District		8001 NE 8TH ST.	47.6166865	Beth Hamilton	Puget Sound Educational Service District 121	Public School	5	Medina Elementary School	17801
Bellevue	Washington	17405	98006-3301	-122.1814011	K 	3437	425.456.5500	Bellevue School District		5225 119th Ave SE	47.5555276	AMY MACDONALD	Puget Sound Educational Service District 121	Public School	5	Newport Heights Elementary	17801
Bellevue	Washington	17405	98006-1999	-122.1722352	9	3486	425.456.7400	Bellevue School District		4333 Factoria Boulevard SE	47.5679585	HEIDI FEDORE	Puget Sound Educational Service District 121	Public School	12	Newport Senior High School	17801
Bellevue	Washington	17405	98007-4125	-122.1493222	6	3631	425.456.6600	Bellevue School District		14401 NE 8th Street	47.6153448	Eric McDowell	Puget Sound Educational Service District 121	Public School	8	Odle Middle School	17801
Bellevue	Washington	17405	98008-5099	-122.1250819	PK	3168	425.456.5600	Bellevue School District		1050  160th Avenue SE	47.6007853	ERIN  KING	Puget Sound Educational Service District 121	Public School	5	Phantom Lake Elementary	17801
Bellevue	Washington	17405	98006-1310	-122.1628841	K 	3224	425.456.6100	Bellevue School District		3810  132nd Avenue SE	47.5761249	Adrienne Nestor	Puget Sound Educational Service District 121	Public School	5	Puesta del Sol Elementary School	17801
Bellevue	Washington	17405	98005-3721	-122.150793	9	3282	425.456.7600	Bellevue School District		100  140th Avenue SE	47.608045	Tom Duenwald	Puget Sound Educational Service District 121	Public School	12	Sammamish Senior High	17801
Bellevue	Washington	17405	98008-2491	-122.1201752	K 	3339	425.456.5700	Bellevue School District		16411 NE 24th Street	47.6304354	ALLISON DENO	Puget Sound Educational Service District 121	Public School	5	Sherwood Forest Elementary	17801
Bellevue	Washington	17405	98006-2399	-122.1517677	K 	3789	425.456.5800	Bellevue School District		14100 Somerset Boulevard SE	47.5633298	Brian Teppner	Puget Sound Educational Service District 121	Public School	5	Somerset Elementary School	17801
Bellevue	Washington	17405	98008-5499	-122.120226	K 	3634	425.456.5900	Bellevue School District		16401 SE 24th Street	47.5876217	Alexa Allman	Puget Sound Educational Service District 121	Public School	5	Spiritridge Elementary School	17801
Bellevue	Washington	17405	98007-4103	-122.1503396	K 	3100	425.456.6000	Bellevue School District		14220 NE 8th Street	47.6181265	Jacqueline Estephan	Puget Sound Educational Service District 121	Public School	5	Stevenson Elementary	17801
Bellevue	Washington	17405	98008-5098	-122.125063	6	3435	425.456.6700	Bellevue School District		16020 SE 16th Street	47.598217	Dion Yahoudy	Puget Sound Educational Service District 121	Public School	8	Tillicum Middle School	17801
Bellevue	Washington	17405	98006	-122.1583625	6	3283	425.456.6800	Bellevue School District		13630 S.E. Allen Road	47.5716878	Aaron Miller	Puget Sound Educational Service District 121	Public School	8	Tyee Middle School	17801
Bellevue	Washington	17405	98005-4646	-122.1727557	K 	3167	(425) 456-6200	Bellevue School District		12619 SE 20th Place	47.5928984	Liz Ritz	Puget Sound Educational Service District 121	Public School	5	Woodridge Elementary	17801
Bellingham	Washington	37501	98225-1198	-122.5270257	PK	3200	360.676.6404	Bellingham School District		3400 Hollywood Ave	48.7789379	Stephanie Korn	Northwest Educational Service District 189	Public School	5	Alderwood Elementary School	29801
Bellingham	Washington	37501	98229-6238	-122.4615635	PK	2817	360.676.6410	Bellingham School District		1330 Lincoln St	48.7459268	Eric Paige	Northwest Educational Service District 189	Public School	5	Carl Cozier Elementary School	29801
Bellingham	Washington	37501	98225-2799	-122.4923764	PK	2365	360.676.6413	Bellingham School District		2508 Utter St	48.7634359	Thomas Gresham	Northwest Educational Service District 189	Public School	5	Columbia Elementary School	29801
Bellingham	Washington	37501	98226-9680	-122.5060688	PK	5239	360.676.6466 ext.5500	Bellingham School District		4420 Aldrich Rd	48.8018621	Micah Smith	Northwest Educational Service District 189	Public School	5	Cordata Elementary School	29801
Bellingham	Washington	37501	98225-7999	-122.5032957	6	2066	360.676.6450	Bellingham School District		110 Park Ridge Rd	48.7145277	Michelle Kuss-Cybula	Northwest Educational Service District 189	Public School	8	Fairhaven Middle School	29801
Bellingham	Washington	37501	98225-8699	-122.4849964	PK	3134	360.676.6420	Bellingham School District		1041 24th St	48.7223199	Karen Tolliver	Northwest Educational Service District 189	Public School	5	Happy Valley Elementary School	29801
Bellingham	Washington	37501	98225-3118	-122.4869009	9	1694	(360) 676-2627	Bellingham School District		1306 Dupont St	48.7592644	Kennett Robinson	Northwest Educational Service District 189	Public School	12	Home Port Learning Center	29801
Bellingham	Washington	37501	98229-2346	-122.43325	6	4442	360.676.4886	Bellingham School District		1250 Kenoyer Dr	48.7456244	Jeannie Hayden	Northwest Educational Service District 189	Public School	8	Kulshan Middle School	29801
Bellingham	Washington	37501	98225-7299	-122.4940414	PK	2261	360.676.6424	Bellingham School District		1409 18th St	48.7189476	Katherine Baehr	Northwest Educational Service District 189	Public School	5	Larrabee Elementary School	29801
Bellingham	Washington	37501	98225-6398	-122.4988208	PK	2225	360.676.6430	Bellingham School District		935 14th St	48.7249418	Melissa Ferguson	Northwest Educational Service District 189	Public School	5	Lowell Elementary School	29801
Bellingham	Washington	37501	98226-1729	-122.4184256	PK	4571	360.647.6820	Bellingham School District		4000 Magrath Rd	48.7865715	Wendy Barrett	Northwest Educational Service District 189	Public School	5	Northern Heights Elementary Schl	29801
Bellingham	Washington	37501	98225-4220	-122.4733266	9	1647	360.647.6871	Bellingham School District		2015 Franklin St	48.7567867	Gabrielle Morganti	Northwest Educational Service District 189	Public School	12	Options High School	29801
Bellingham	Washington	37501	98225-1803	-122.4786568	PK	3202	360.676.6433	Bellingham School District		3033 Coolidge Dr	48.7709467	Jane Tromburg	Northwest Educational Service District 189	Public School	5	Parkview Elementary School	29801
Bellingham	Washington	37501	98226-6127	-122.443048	PK	2067	360.676.6440	Bellingham School District		2900 Yew St	48.768029	Steven Morse	Northwest Educational Service District 189	Public School	5	Roosevelt Elementary School	29801
Bellingham	Washington	37501	98225-5909	-122.480738	9	3576	360.676.6481	Bellingham School District		2700 Bill McDonald Pkwy	48.727079	Phyllis Textor	Northwest Educational Service District 189	Public School	12	Sehome High School	29801
Bellingham	Washington	37501	98225-1298	-122.5016986	6	3201	360.676.6454	Bellingham School District		2717 Alderwood Ave	48.7785136	Jay Jordan	Northwest Educational Service District 189	Public School	8	Shuksan Middle School	29801
Bellingham	Washington	37501	98226-4498	-122.416067	PK	2175	360.676.6443	Bellingham School District		4101 Academy St	48.768684	Nicole Talley	Northwest Educational Service District 189	Public School	5	Silver Beach Elementary School	29801
Bellingham	Washington	37501	98226-7728	-122.4236308	9	4515	360.676.6471	Bellingham School District		3773 E McLeod Rd	48.784124	Keith Schacht	Northwest Educational Service District 189	Public School	12	Squalicum High School	29801
Tacoma	Washington	27403	98445-1199	-122.4290892	K 	3649		Bethel School District		303 159th St E	47.1123297		Puget Sound Educational Service District 121	Public School	6	Chester H Thompson Elementary	17801
Tacoma	Washington	27403	98446-1399	-122.37987	K 	2576		Bethel School District		16715 36th Avenue East	47.103266		Puget Sound Educational Service District 121	Public School	6	Clover Creek Elementary	17801
Graham	Washington	27403	98338-0000	-122.3619019	7	4578	253.683.8000	Bethel School District		5108 260th St E	47.0200946	Sara Stewart	Puget Sound Educational Service District 121	Public School	8	Cougar Mountain Middle School	17801
Spanaway	Washington	27403	98387	-122.3783699	PK	5127	253.683.6931	Bethel School District		516 176th St E	47.0582441	Marcie  Howell	Puget Sound Educational Service District 121	Public School	PK	ECEAP W	17801
Spanaway	Washington	27403	98387-0000	-122.398232	PK	1945	(253) 683-6922	Bethel School District		22015 22nd Ave E	47.056552	MJ  Thurston	Puget Sound Educational Service District 121	Public School	PK	Elk Plain Head Start	17801
Spanaway	Washington	27403	98387-5916	-122.4120461	K 	4099		Bethel School District		1311  172nd St E	47.101764		Puget Sound Educational Service District 121	Public School	6	Evergreen Elementary	17801
PUYALLUP	Washington	27403	98375	-122.336082	K 	5159	253.683.6000	Bethel School District		17418 74TH AVE E	47.099588	ELLEN EDDY	Puget Sound Educational Service District 121	Public School	6	Frederickson Elementary	17801
Graham	Washington	27403	98338-8871	-122.289143	7	4407	253.683.8300	Bethel School District		22110 108th Ave E	47.055576	Mark Barnes	Puget Sound Educational Service District 121	Public School	8	Frontier Middle School	17801
Graham	Washington	27403	98338-9216	-122.2967838	K 	4297	253.683.8500	Bethel School District		10026 204th St E	47.0704605	Amy Low	Puget Sound Educational Service District 121	Public School	6	Graham Elementary	17801
Graham	Washington	27403	98338-9216	-122.328161	K 	4538	253.683.8800	Bethel School District		7719 224th St E	47.0547937	Kristine Hillius	Puget Sound Educational Service District 121	Public School	6	North Star Elementary	17801
Spanaway	Washington	27403	98387	-122.3783699	7	5961	253.683.5977	Bethel School District		516 176th St E	47.0582441	Michelle Ledbetter	Puget Sound Educational Service District 121	Public School	12	Pierce County Skills Center	17801
Spanaway	Washington	27403	98387-5305	-122.3294075	K 	4381	253.683.8900	Bethel School District		7315 Eustis Hunt Rd	47.070588	Stephen Rushing	Puget Sound Educational Service District 121	Public School	6	Pioneer Valley Elementary	17801
Spanaway	Washington	27403	98387-0000	-122.3294075	PK	1943	(253) 683-6923	Bethel School District		7315 Eustis Hunt Rd	47.070588	Mary Thurston	Puget Sound Educational Service District 121	Public School	PK	Pioneer Valley Preschool	17801
Graham	Washington	27403	98338-9648	-122.345567	K 	4227	253.683.5000	Bethel School District		6514 260th St E	47.019509	Michelle Fox	Puget Sound Educational Service District 121	Public School	6	Rocky Ridge Elementary	17801
ROY	WASHINGTON	27403	98580-0238	-122.4571136	K 	2543	253.683.5100	Bethel School District		PO BOX 238	46.9426716	Christoph Green	Puget Sound Educational Service District 121	Public School	6	Roy Elementary	17801
Spanaway	Washington	27403	98387-6827	-122.3793129	K 	4103	253.683.5200	Bethel School District		21615 38th Ave E	47.060514	Mary Sewright	Puget Sound Educational Service District 121	Public School	6	Shining Mountain Elementary	17801
Spanaway	Washington	27403	98387-0000	-122.379327	PK	1564	(253) 683-6931	Bethel School District		21917 38th Ave E	47.0576695	Mary Thurston	Puget Sound Educational Service District 121	Public School	PK	Shining Mountain Preschool	17801
Spanaway	Washington	27403	98387-8624	-122.436072	K 	2399	253.683.5300	Bethel School District		215 166th St S	47.107123	Brad Graham	Puget Sound Educational Service District 121	Public School	6	Spanaway Elementary	17801
Spanaway	Washington	27403	98387	-122.436072	PK	5140	253.683.6923	Bethel School District		215 166th St S	47.107123	Sally  Kelley	Puget Sound Educational Service District 121	Public School	PK	Spanaway Elementary ECEAP	17801
Spanaway	Washington	27403	98387	-122.436072	PK	5141	253.683.6923	Bethel School District		215 166th St S	47.107123	Sally  Keeley	Puget Sound Educational Service District 121	Public School	PK	Spanaway Elementary Preschool	17801
Spanaway	Washington	27403	98387	-122.4124067	PK	5036	(253) 683-6965	Bethel School District		1305 168th St E	47.1064824	Mary Thurston	Puget Sound Educational Service District 121	Public School	PK	Spanaway Lake High School Preschool	17801
Spanaway	Washington	27403	98387	-122.4124067	PK	5036	(253) 683-6931	Bethel School District		1305 168th St E	47.1064824	MJ  Thurston	Puget Sound Educational Service District 121	Public School	PK	Spanaway Lake High School Preschool	17801
BICKLETON	Washington	20203	99322-0000	-120.3026465	K 	3392	(509) 896-5473	Bickleton School District		100 MARKET ST.	45.9978253	MR. PALMER	Educational Service District 105	Public School	12	Bickleton Elementary & High Schl	39801
BLAINE	Washington	37503	98230-0000	-122.7416605	3	2713	360.332.5213	Blaine School District		836 MITCHELL AVE	48.9925693	Kathy Newport	Northwest Educational Service District 189	Public School	5	Blaine Elementary School	29801
BLAINE	Washington	37503	98230-0000	-122.736569	9	3136	360.332.6045	Blaine School District		1055 H STREET	48.9939907	Scott Ellis	Northwest Educational Service District 189	Public School	12	Blaine High School	29801
Blaine	Washington	37503	98230	-122.74471	K 	5021	360.332.5881	Blaine School District		580 C Street	48.999955	Keith Sanborn	Northwest Educational Service District 189	Public School	11	Blaine Home Connections	29801
BLAINE	Washington	37503	98230-0000	-122.738847	6	3796	(360) 332-8226	Blaine School District		975 H STREET	48.992522	Darren Benson	Northwest Educational Service District 189	Public School	8	Blaine Middle School	29801
BLAINE	Washington	37503	98230-0000	-122.7404158	K 	4476	(360) 332-1300	Blaine School District		820 BOBLETT ST	48.9908714	NANCY BAKARICH	Northwest Educational Service District 189	Public School	2	Blaine Primary School	29801
BLAINE	Washington	37503	98230-0000	-122.7404158	K 	4459	360.332.0714	Blaine School District		820 BOBLETT ST	48.9908714	Ron Spanjer	Northwest Educational Service District 189	Public School	2	Point Roberts Primary	29801
Bremerton	Washington	18100	98312-3825	-122.6618829	K 	1749	360.473.4100	Bremerton School District		134 Marion Avenue N	47.5649866	Michael Sellers	Olympic Educational Service District 114	Public School	8	Alliance Academy	18801
Bremerton	Washington	18100	98310-2777	-122.6354554	K 	3641	360.473.4100	Bremerton School District		800 Dibb Street	47.5921323	Michael Sellers	Olympic Educational Service District 114	Public School	5	Armin Jahr Elementary	18801
Bremerton	Washington	18100	98312-2613	-122.6677588	K 	3108	360.473.4200	Bremerton School District		1500 Rocky Point Rd	47.5756919	Jill Carlson	Olympic Educational Service District 114	Public School	5	Crownhill Elementary School	18801
Bremerton	Washington	18100	98312-2212	-122.693202	K 	4421	360.473.4300	Bremerton School District		1111 Carr Blvd.	47.572035	Patty Grenquist	Olympic Educational Service District 114	Public School	5	Kitsap Lake Elementary	18801
Bremerton	Washington	18100	98337-1370	-122.6395392	10	3883	360.473.1008	Bremerton School District		1500 13th Street	47.573272	John Grant	Olympic Educational Service District 114	Institution	12	Morgan Center School	18801
